title,release_year,description,type,rating,runtime,imdb_rating,genre,director,stars,gross
This Is Our Christmas,2018.0,"The Foxworth family decide to spend the Christmas holiday with their aunt Maggy, only to find her beloved bakery is under threat. It's up to the family to band together, save the bakery and pull off a Christmas miracle.",Movie,,79.0,3.3,Family,Christian Filippella,"Margaret O'Brien, Ronn Moss, Brandon Tyler Russell, Donna Spangler, ",
The Christmas Tree,1996.0,"A story about a forming friendship between an elderly nun, Sister Anthony, and New York's Rockefeller Center's head gardener Richard Reilly, who wants to fell a tree she's been growing for ...                See full summary »",Movie,,93.0,6.9,"Adventure, Drama, Family",Sally Field,"Julie Harris, Trini Alvarado, Andrew McCarthy, Suzi Hofrichter, ",
A Fairly Odd Christmas,2012.0,"Timmy Turner been going overboard with his wish granting, and now that Christmas is just around the corner, there's almost nothing left for Santa to do! Now it's up to Timmy to save ...                See full summary »",Movie,Approved,68.0,4.4,"Animation, Comedy, Family",Savage Steve Holland,"Drake Bell, Daniella Monet, David James Lewis, Daran Norris, ",
The Christmas Pageant,2011.0,"When a temperamental Broadway director is fired from yet another job, she is forced to direct a community Christmas pageant.",Movie,TV-G,87.0,5.5,"Comedy, Romance",David S. Cass Sr.,"Melissa Gilbert, Robert Mailhouse, Candice Azzara, Edward Herrmann, ",
The Christmas Carol,1949.0,Dickens' classic tale of Ebenezer Scrooge and three Christmas Ghosts that change his perception of life. Narrated by Vincent Price.,Movie,Not Rated,25.0,6.0,"Drama, Fantasy",Arthur Pierson,"Vincent Price, Taylor Holmes, Patrick Whyte, Robert Clarke, ",
Cancel Christmas,2010.0,Santa Claus discovers that children have become too greedy and must prove otherwise before his favorite holiday is canceled. His mission is to teach two incorrigible children the importance of charity.,Movie,TV-G,87.0,5.5,"Comedy, Family, Fantasy",John Bradshaw,"Judd Nelson, Justin Landry, Natalie Brown, John Fleming, ",
A Doggone Christmas,2016.0,"When the CIA discovers a cute orphan puppy with amazing telepathic abilities, the powers-that-be in Washington immediately lock him down and plan on forcing the poor dog to become a covert ...                See full summary »",Movie,,82.0,4.1,Family,Jim Wynorski,"Jaret Sacrey, Zachary Cirino, Dominique Swain, Jesse the Jack Russell Terrier, ",
The Santa Incident,2010.0,"After his sleigh is shot down while flying through restricted military airspace, an earthbound Santa is sought for questioning by a pair of overzealous Homeland Security agents. The fate of...                See full summary »",Movie,Not Rated,88.0,4.8,"Comedy, Family",Yelena Lanskaya,"Ali Lyons, Scott Graham, James Cosmo, Ione Skye, ",
Baby in a Manger,2019.0,"Christmas is about a miracle baby, but when CPS agent Alison and police officer Brock find a lost baby lying in a nativity scene, it'll take a miracle for them just to stop bickering. Can ...                See full summary »",Movie,G,80.0,5.1,"Drama, Romance",Justin G. Dyck,"Monica Rodriguez Knox, Michael Morrone, Caylin Turner, Gene Abella, ",
We Wish You a Turtle Christmas,1994.0,"On Christmas Eve the Turtles realize they've forgotten to get Splinter a gift. They hit the town to try to figure out what to get him, their kid fans join them and lots of singing, dancing and some rapping and shenanigans ensues.",Movie,,25.0,2.2,"Short, Comedy, Musical",Larry Osborne,"Eric Anzalone, Alfredo Miller, Florence Reymond, Ronn K. Smith, ",
A Christmas for Mary,2020.0,"Up-and-coming journalist Lena Jones is tasked with delivering a story by Christmas that will wow her boss, magazine editor Vivian Vaye, who is dangling a promotion to head writer over ...                See full summary »",Movie,TV-G,90.0,5.8,"Drama, Romance",David DeCoteau,"Vivica A. Fox, Jackée Harry, Morgan Dixon, Leah Briese, ",
Baking Christmas,2019.0,"When their mother decides to retire, her three children organize the Christmas Cake Off to choose which one of them will take over the family bakery.",Movie,TV-PG,84.0,6.1,"Comedy, Drama, Romance",Fred Olen Ray,"Khalilah Joi, Arnell Powell, Leigh-Ann Rose, Aloma Wright, ",
A Christmas Eve Miracle,2015.0,"After wondering what her life would be without children, workaholic Sharon is unexpectedly granted her wish while on Christmas vacation.",Movie,Not Rated,80.0,3.5,"Comedy, Family",R. Michael Givens,"Olivia d'Abo, Anthony Starke, Josh Reid, Dina De Laurentiis, ",
Middleton Christmas,2020.0,"In a small town, high-school dean Alana and her vivacious teenage daughter Samantha plan a holiday concert to save the school with the help of the new maintenance man, Army veteran Johnny, ...                See full summary »",Movie,,92.0,5.5,"Comedy, Family, Romance",Dale Fabrigar,"Michael Paré, Nancy Valen, Eileen Davidson, Anzu Lawson, ",
The Dog Who Saved Christmas Vacation,2010.0,"The Bannister family - including former K-9 police hero Zeus (voiced by Mario López) - is back, and this time they're spending their holidays at a beautiful Rocky Mountain resort.",Movie,PG,89.0,3.6,"Comedy, Family",Michael Feifer,"Mario Lopez, Dean Cain, Paris Hilton, Gary Valentine, ",
One Christmas Wish,2015.0,"Feeling alone during the holidays, a college student places an ad to find a family to spend time with her on Christmas.",Movie,TV-PG,86.0,6.8,"Drama, Family, Musical",James Head,"Amber Riley, Matreya Fedor, Priscilla Faia, Camille Sullivan, ",
Christmas by Chance,2020.0,The owner of a struggling gift shop is hired by a famous entrepreneur to organize a romantic marriage proposal for his socialite girlfriend.,Movie,,97.0,6.1,"Comedy, Romance",Andrew Cymek,"Winny Clarke, Jacob Blair, Celine Tsai, Sharjil Rasool, ",
Off Season,2001.0,"After the death of his parents, 10-year-old, Jackson Mayhew (Culkin), moves in with his Aunt. But when he befriends an elderly man (Cronyn), he begins to suspect that the old man is actually Santa Claus.",Movie,TV-G,94.0,5.6,"Comedy, Drama, Family",Bruce Davison,"Sherilyn Fenn, Hume Cronyn, Bruce Davison, Tom McBeath, ",
The Dog Who Saved the Holidays,2012.0,"The Bannisters are back with a new family addition - a mischievous pup named Eve. Watch as everyone's favorite dog, Zeus, learns to love his new sister and take down some bumbling thieves.",Movie,PG,83.0,4.4,"Comedy, Family",Michael Feifer,"Joey Lawrence, Peyton List, Gary Valentine, Elisa Donovan, ",
A Perfect Day,2006.0,A family man and suddenly-successful author encounters a mystic stranger who warns him he has only forty more days to live. Based on a novel by Richard Paul Evans.,Movie,Not Rated,87.0,5.6,"Drama, Family",Peter Levin,"Rob Lowe, Frances Conroy, Paget Brewster, Christopher Lloyd, ",
Christmas on Wheels,2020.0,"Upon learning that her uncle sold her mom's vintage convertible, a car full of Christmas memories, Ashley enlists the help of her uncle's attorney Duncan to get it back.",Movie,TV-PG,86.0,5.8,Romance,Marita Grabiak,"Tiya Sircar, Lara Amersey, Serena Arella, Jennifer Austin, ",
Royal Family Christmas,2015.0,"A group of grown siblings decide to gather the whole family together for Christmas, but their plan backfires when they learn their parents have split.",Movie,,,6.7,Comedy,Lance Kawas,"Javon Anderson, Tichina Arnold, Ele Bardha, Lulu Dahl, ",
The Night Before the Night Before Christmas,2010.0,"When Santa sets off on his Christmas duties a day early, crashes into the Fox family's house, ends up with amnesia and loses his magic sack of presents, he needs help! But the Fox family ...                See full summary »",Movie,TV-PG,88.0,5.6,"Family, Fantasy",James Orr,"Jennifer Beals, Rick Roberts, R.D. Reid, Jordan Prentice, ",
Holiday Joy,2016.0,A shy high school student's Christmas wish comes true only it isn't exactly as wonderful as she'd hoped.,Movie,PG,87.0,5.4,"Comedy, Fantasy",Kirk D'Amico,"Bailee Madison, Jennifer Robertson, Sandy Jobin-Bevans, French Stewart, ",
The Christmas Temp,2019.0,"An out-of-work artist discovers a special Christmas temp agency that matches her with a handful of festive jobs, but falls into a creative rut while juggling holiday preparations and feelings for the agency's HR manager.",Movie,TV-PG,87.0,5.5,"Comedy, Romance",Bill Corcoran,"Sara Canning, Robin Dunne, Farrah Aviva, Julian Richings, ",
Christmas Coupon,2019.0,Alison Grant begins teaching ice skating students on a friend's frozen pond after being fired from her rink job. On the first day of class her old high school sweetheart and now famous ...                See full summary »,Movie,Not Rated,92.0,3.3,Romance,Daniel Knudsen,"Courtney Mathews, Aaron Noble, Robert Laenen, Sheena Monnin, ",
The Christmas Consultant,2012.0,A sought-after holiday consultant is hired by a workaholic mother to get her family through the holidays.,Movie,TV-PG,88.0,5.1,Comedy,John Bradshaw,"David Hasselhoff, Caroline Rhea, Barclay Hope, Eliza Faria, ",
Christmas Proposal,2021.0,"When work moves Jason across the world, he can only bring his love, Carla, if they are married by Christmas.",Movie,,96.0,4.3,"Comedy, Romance",Nakia T Hamilton,"Joshua T. Shipman, Lily Nicole, David Perez, Denine Rochelle, ",
Winnie the Pooh: Seasons of Giving,1999.0,Join Pooh and his friends in three stories about the seasons.,Movie,G,70.0,6.7,"Animation, Adventure, Comedy",Jun Falkenstein,"Karl Geurs, Gary Katona, Ed Wexler, Gregg Berger, Brady Bluhm, Jim Cummings, Scott Dreier, ",
Operation Christmas List,2016.0,Things don't go according to plan when a 12-year-old attempts to get his hands on a batch of the Christmas season's must-have toy.,Movie,TV-Y,88.0,4.6,"Comedy, Family",Justin G. Dyck,"Colton Gobbo, Kyle Peacock, Jacob Soley, Julia Pulo, ",
The Original Christmas Classics,1965.0,Includes the original stories of Rudolph the Red-Nosed Reindeer / Santa Claus Is Comin' to Town / Frosty the Snowman / Frosty Returns / Mr. Magoo's Christmas Carol / Little Drummer Boy / Cricket on the Hearth.,Movie,,,8.4,"Animation, Family",,,
Stowaway,1936.0,A young girl lost in Shanghai is taken in by an American playboy and his girlfriend.,Movie,Approved,87.0,7.1,"Adventure, Family, Musical",William A. Seiter,"Shirley Temple, Robert Young, Alice Faye, Eugene Pallette, ",
Christmas with the Dead,2012.0,"In his quest to fulfill a promise made to his wife, Calvin sets out to right his wrongs and make it the best Christmas ever. If only it weren't June, and the majority of the population, ...                See full summary »",Movie,,88.0,6.2,Horror,T.L. Lankford,"Damian Maffei, Brad Maule, Chet Williamson, Clyde Williams, ",
Christmas with the Karountzoses,2015.0,On Christmas Eve Michael Karountzos finds out he didn't get his anticipated promotion and must now deal with fourteen Greek relatives at his dinner table.,Movie,Not Rated,110.0,6.3,Comedy,J.J. Englert,"Robert Krantz, Robert Krantz, Nicole Laino, Kee Broussard, Angelo Tsarouchas, ",
The Littlest Light on the Christmas Tree,2004.0,"Christmas is the time for love, peace and friendship. When Emmanuel, the money loving shop owner who doesn't see the real reason for Christmas throws out a faulty ligh and an angel. Timothy...                See full summary »",Movie,Not Rated,44.0,3.7,"Short, Family",Anthony Gentile,"John Gentile, Katy Blake, Don Burroughs, Donna Daley, Jacob Harran, ",
An Unremarkable Christmas,2020.0,"Before the events of S1, Juanquini, El Ñato and Captain González shared one Christmas wish: being courageous enough to change their lives. One mysterious character, El Dañado, could be the one who makes their dreams come true.",Movie,TV-14,82.0,3.2,"Comedy, Drama",Juan Camilo Pinzon,"Luis Eduardo Arango, Julián Cerati, Aura Cristina Geithner, Mariana Gómez, ",
The Key to Christmas,2020.0,"When a disgruntled elf takes over the North Pole, she turns time backwards and Santa Claus begins getting younger fast. It's up to a loyal elf, a little girl with a magic key, and the now-teenage Santa to save the future of Christmas.",Movie,,80.0,5.4,Family,Jason Mills,"Scott Osborne, Camryn Macdonald, Sadie Silcock, Liam Tait, ",
Four Daughters,1938.0,"A musician is blessed with four musical prodigies, all girls, and cursed when a troubled young composer enters the lives of his Four Daughters.",Movie,Approved,90.0,6.9,"Drama, Music, Romance",Michael Curtiz,"Claude Rains, John Garfield, Jeffrey Lynn, Frank McHugh, ",
Christmas at the Riviera,2007.0,The assistant manager of a seaside hotel is left to run the building over the Christmas period.,Movie,,94.0,6.1,Comedy,Mark Bussell,"Justin Sbresni, Alexander Armstrong, Darren Boyd, Anna Chancellor, Warren Clarke, ",
I'll Be Next Door for Christmas,2018.0,"Chronically embarrassed by her family's over-the-top Christmas celebrations, a teenage girl hatches an elaborate plan to avoid her parents when her long-distance boyfriend plans a visit.",Movie,TV-PG,100.0,5.0,"Comedy, Family",David Jay Willis,"Juliette Angelo, Kirrilee Berger, Regan Burns, Beth Littleford, ",
A New Christmas,2019.0,"Kabir is a lonely medical student in New York, estranged from his wife and grieving the loss of his mother. When he meets Kioni, a charming film student from Kenya, she persuades him to ...                See full summary »",Movie,,79.0,5.3,Drama,Daniel Tenenbaum,"Prashantt Guptha, Grace Wacuka, Preeti Gupta, Carl Garrison, ",
12 Dates of Christmas,,"A woman longing to rediscover the wonder of Christmas meets a man with the key -- actually, 12 of them -- to unlocking the magic. Inspired by ""The 12 Days of Christmas"", a successful, ...                See full summary »",Movie,,,,Comedy,Paul A. Kaufman,,
Chilly Christmas,2012.0,"When he discovers his father is being transferred from Sunshine Beach to New York City, a boy has one week to turn his big crazy beach dog into a civilized indoor dog, while fending off dangerous dog-nappers on Christmas eve.",Movie,Not Rated,84.0,4.8,"Comedy, Drama, Family",Gregory Poppen,"Tom Arnold, C. Thomas Howell, Brooke Langton, Casey Graf, ",
Christmas on Mars,2008.0,"Major Syrtis goes insane as he tries to improve morale in an abandoned colony on Mars through a Christmas pageant, where the first colonist baby will be born.",Movie,Not Rated,83.0,5.3,"Music, Sci-Fi",Wayne Coyne,"Bradley Beesley, George Salisbury, Steven Drozd, Wayne Coyne, Steve Burns, Fred Armisen, ",
The Borrowed Christmas,2014.0,"""The Borrowed Christmas"" is the new family movie by Rossetti Productions. John Dale has everything. Money, notoriety, the biggest house in town. But what he really wants, is a good, old ...                See full summary »",Movie,Not Rated,95.0,4.0,"Drama, Family",Chip Rossetti,"Sherry Morris, Jeff Rose, Craig Bryant Belwood, Diana Schmitt, ",
Christmas with Cookie,2016.0,In the year 3978 global warming has made a desert of the North Pole. Santa and Mrs. Claus battle angry skeletons who didn't get what they wanted for Christmas. Evil aliens try to take over the world and a giant abominable snow man wants Santa for his next meal.,Movie,,53.0,4.8,"Comedy, Horror, Sci-Fi",Alan Maxson,"Shawn Schminke, Alan Maxson, Dana Austen, Justin Armao, Breeanna Judy, ",
